date,region,numtotal,numdeaths,numactive,numtoday,ratetotal,ratetested
2020-07-23,Ontario,38210,2755.0,1492.0,103,262.31,130162.0
2020-07-23,Quebec,58080,5662.0,1913.0,142,684.5,90489.0
2020-07-23,Newfoundland and Labrador,264,3.0,2.0,0,50.62,44067.0
2020-07-23,New Brunswick,170,2.0,3.0,0,21.88,56830.0
2020-07-23,Nova Scotia,1067,63.0,1.0,0,109.84,64201.0
2020-07-23,Prince Edward Island,36,0.0,2.0,0,22.94,114931.0
2020-07-23,Yukon,13,0.0,2.0,0,31.82,35957.0
2020-07-23,Northwest Territories,5,0.0,0.0,0,11.15,61036.0
2020-07-23,Canada,112672,8874.0,5279.0,432,299.75,98361.0
2020-07-24,British Columbia,3419,191.0,294.0,27,67.42,41305.0
2020-07-24,Alberta,10086,178.0,1341.0,111,230.73,120593.0
2020-07-24,Saskatchewan,1099,16.0,235.0,27,93.57,64979.0
2020-07-24,Manitoba,384,7.0,58.0,9,28.04,57828.0
2020-07-24,Ontario,38405,2758.0,1547.0,195,263.65,132075.0
2020-07-24,Quebec,58243,5663.0,1965.0,163,686.43,88051.0
2020-07-24,Newfoundland and Labrador,265,3.0,3.0,1,50.81,44587.0
2020-07-24,New Brunswick,170,2.0,3.0,0,21.88,57259.0
2020-07-24,Nova Scotia,1067,63.0,1.0,0,109.84,64600.0
2020-07-24,Prince Edward Island,36,0.0,2.0,0,22.94,116447.0
2020-07-24,Yukon,14,0.0,3.0,1,34.27,36422.0
2020-07-24,Northwest Territories,5,0.0,0.0,0,11.15,61125.0
2020-07-24,Canada,113206,8881.0,5452.0,534,301.17,98897.0
2020-07-25,British Columbia,3419,191.0,294.0,0,67.42,41763.0
2020-07-25,Alberta,10086,178.0,1341.0,0,230.73,120593.0
2020-07-25,Saskatchewan,1136,16.0,258.0,37,96.73,66282.0
2020-07-25,Manitoba,388,7.0,62.0,4,28.33,57828.0
2020-07-25,Ontario,38543,2759.0,1544.0,138,264.6,134061.0
2020-07-25,Quebec,58414,5666.0,2045.0,171,688.44,89312.0
2020-07-25,Newfoundland and Labrador,265,3.0,3.0,0,50.81,44792.0
2020-07-25,New Brunswick,170,2.0,3.0,0,21.88,57681.0
2020-07-25,Nova Scotia,1067,63.0,1.0,0,109.84,64896.0
2020-07-25,Prince Edward Island,36,0.0,2.0,0,22.94,117983.0
2020-07-25,Yukon,14,0.0,3.0,0,34.27,36422.0
2020-07-25,Northwest Territories,5,0.0,0.0,0,11.15,61125.0
2020-07-25,Canada,113556,8885.0,5556.0,350,302.1,100080.0
2020-07-26,British Columbia,3419,191.0,294.0,0,67.42,42183.0
2020-07-26,Alberta,10086,178.0,1341.0,0,230.73,120593.0
2020-07-26,Saskatchewan,1178,16.0,289.0,42,100.3,67297.0
2020-07-26,Manitoba,394,7.0,68.0,6,28.77,57828.0
2020-07-26,Ontario,38680,2763.0,1558.0,137,265.54,135797.0
2020-07-26,Quebec,58583,5667.0,2104.0,169,690.43,90554.0
2020-07-26,Newfoundland and Labrador,266,3.0,4.0,1,51.0,45360.0
2020-07-26,New Brunswick,170,2.0,3.0,0,21.88,57867.0
2020-07-26,Nova Scotia,1067,63.0,0.0,0,109.84,65177.0
2020-07-26,Prince Edward Island,36,0.0,2.0,0,22.94,118964.0
2020-07-26,Yukon,14,0.0,3.0,0,34.27,36422.0
2020-07-26,Northwest Territories,5,0.0,0.0,0,11.15,61125.0
2020-07-26,Canada,113911,8890.0,5666.0,355,303.04,101145.0
2020-07-27,British Columbia,3500,193.0,264.0,81,69.02,42608.0
2020-07-27,Alberta,10390,186.0,1430.0,304,237.69,125314.0
2020-07-27,Saskatchewan,1209,16.0,307.0,31,102.94,68474.0
2020-07-27,Manitoba,400,7.0,74.0,6,29.21,60529.0
2020-07-27,Ontario,38799,2764.0,1574.0,119,266.36,137435.0
2020-07-27,Quebec,58728,5667.0,2175.0,145,692.14,91667.0
2020-07-27,Newfoundland and Labrador,266,3.0,4.0,0,51.0,45709.0
2020-07-27,New Brunswick,170,2.0,3.0,0,21.88,58130.0
2020-07-27,Nova Scotia,1067,63.0,0.0,0,109.84,65327.0
2020-07-27,Prince Edward Island,36,0.0,2.0,0,22.94,119493.0
2020-07-27,Yukon,14,0.0,3.0,0,34.27,37279.0
2020-07-27,Northwest Territories,5,0.0,0.0,0,11.15,62397.0
2020-07-27,Canada,114597,8901.0,5836.0,686,304.87,102791.0
2020-07-28,British Columbia,3523,194.0,253.0,23,69.47,42874.0
2020-07-28,Alberta,10470,187.0,1397.0,80,239.52,126648.0
2020-07-28,Saskatchewan,1218,17.0,294.0,9,103.71,69095.0
2020-07-28,Manitoba,405,8.0,78.0,5,29.57,61184.0
2020-07-28,Ontario,38910,2768.0,1575.0,111,267.12,138586.0
2020-07-28,Quebec,58897,5670.0,2341.0,169,694.13,92720.0
2020-07-28,Newfoundland and Labrador,266,3.0,4.0,0,51.0,46113.0
2020-07-28,New Brunswick,170,2.0,3.0,0,21.88,58409.0
2020-07-28,Nova Scotia,1067,63.0,0.0,0,109.84,65578.0
2020-07-28,Prince Edward Island,36,0.0,0.0,0,22.94,120391.0
2020-07-28,Yukon,14,0.0,3.0,0,34.27,37867.0
2020-07-28,Northwest Territories,5,0.0,0.0,0,11.15,62687.0
2020-07-28,Canada,114994,8912.0,5948.0,397,305.92,103732.0
2020-07-29,British Columbia,3562,194.0,259.0,39,70.24,43232.0
2020-07-29,Alberta,10603,190.0,1430.0,133,242.56,128092.0
2020-07-29,Saskatchewan,1268,17.0,322.0,50,107.96,70076.0
2020-07-29,Manitoba,407,8.0,74.0,2,29.72,61641.0
2020-07-29,Ontario,38986,2769.0,1476.0,76,267.64,140400.0
2020-07-29,Quebec,59009,5672.0,2451.0,112,695.45,93878.0
2020-07-29,Newfoundland and Labrador,266,3.0,4.0,0,51.0,46656.0
2020-07-29,New Brunswick,170,2.0,3.0,0,21.88,58739.0
2020-07-29,Nova Scotia,1067,64.0,0.0,0,109.84,65871.0
2020-07-29,Prince Edward Island,36,0.0,0.0,0,22.94,122615.0
2020-07-29,Yukon,14,0.0,3.0,0,34.27,37867.0
2020-07-29,Northwest Territories,5,0.0,0.0,0,11.15,63044.0
2020-07-29,Canada,115406,8919.0,6022.0,412,307.02,104992.0
2020-07-30,British Columbia,3591,194.0,242.0,29,70.81,43722.0
2020-07-30,Alberta,10716,195.0,1408.0,113,245.14,129493.0
2020-07-30,Saskatchewan,1306,18.0,304.0,38,111.2,71299.0
2020-07-30,Manitoba,409,8.0,76.0,2,29.87,62488.0
2020-07-30,Ontario,39075,2772.0,1397.0,89,268.25,142237.0
2020-07-30,Quebec,59131,5673.0,2572.0,122,696.89,95152.0
2020-07-30,Newfoundland and Labrador,266,3.0,4.0,0,51.0,47304.0
2020-07-30,New Brunswick,170,2.0,2.0,0,21.88,59072.0
2020-07-30,Nova Scotia,1067,64.0,0.0,0,109.84,66234.0
2020-07-30,Prince Edward Island,36,0.0,0.0,0,22.94,124067.0
2020-07-30,Yukon,14,0.0,3.0,0,34.27,38870.0
2020-07-30,Northwest Territories,5,0.0,0.0,0,11.15,64025.0
2020-07-30,Canada,115799,8929.0,6008.0,393,308.06,106324.0
2020-07-31,British Columbia,3641,195.0,278.0,50,71.8,44284.0
2020-07-31,Alberta,10843,196.0,1386.0,127,248.05,130816.0
2020-07-31,Saskatchewan,1319,18.0,293.0,13,112.31,72568.0
2020-07-31,Manitoba,415,8.0,70.0,6,30.3,63218.0
2020-07-31,Ontario,39209,2775.0,1360.0,134,269.17,144232.0
2020-07-31,Quebec,59312,5674.0,2752.0,181,699.02,96608.0
2020-07-31,Newfoundland and Labrador,266,3.0,4.0,0,51.0,47789.0
2020-07-31,New Brunswick,170,2.0,2.0,0,21.88,59452.0
2020-07-31,Nova Scotia,1069,64.0,2.0,2,110.05,66685.0
2020-07-31,Prince Edward Island,36,0.0,0.0,0,22.94,125157.0
2020-07-31,Yukon,14,0.0,3.0,0,34.27,39458.0
2020-07-31,Northwest Territories,5,0.0,0.0,0,11.15,64204.0
2020-07-31,Canada,116312,8935.0,6150.0,513,309.43,107753.0
2020-08-01,British Columbia,3641,195.0,278.0,0,71.8,44800.0
2020-08-01,Alberta,10843,196.0,1386.0,0,248.05,130816.0
2020-08-01,Saskatchewan,1334,18.0,262.0,15,113.58,73918.0
2020-08-01,Manitoba,417,8.0,72.0,2,30.45,63218.0
2020-08-01,Ontario,39333,2777.0,1319.0,124,270.02,146442.0
2020-08-01,Quebec,59458,5678.0,2894.0,146,700.75,97946.0
2020-08-01,Newfoundland and Labrador,266,3.0,4.0,0,51.0,48042.0
2020-08-01,New Brunswick,170,2.0,2.0,0,21.88,59728.0
2020-08-01,Nova Scotia,1069,64.0,2.0,0,110.05,66957.0
2020-08-01,Prince Edward Island,36,0.0,0.0,0,22.94,125157.0
2020-08-01,Yukon,14,0.0,3.0,0,34.27,39458.0
2020-08-01,Northwest Territories,5,0.0,0.0,0,11.15,64204.0
2020-08-01,Canada,116599,8941.0,6222.0,287,310.19,109041.0
2020-08-02,British Columbia,3641,195.0,278.0,0,71.8,45115.0
2020-08-02,Alberta,10843,196.0,1386.0,0,248.05,130816.0
2020-08-02,Saskatchewan,1342,18.0,254.0,8,114.27,75454.0
2020-08-02,Manitoba,435,8.0,90.0,18,31.76,63218.0
2020-08-02,Ontario,39449,2778.0,1312.0,116,270.82,148463.0
2020-08-02,Quebec,59599,5681.0,3032.0,141,702.41,99209.0
2020-08-02,Newfoundland and Labrador,266,3.0,4.0,0,51.0,48435.0
2020-08-02,New Brunswick,170,2.0,2.0,0,21.88,60010.0
2020-08-02,Nova Scotia,1071,64.0,4.0,2,110.25,67238.0
2020-08-02,Prince Edward Island,36,0.0,0.0,0,22.94,127973.0
2020-08-02,Yukon,14,0.0,3.0,0,34.27,39458.0
2020-08-02,Northwest Territories,5,0.0,0.0,0,11.15,64204.0
2020-08-02,Canada,116884,8945.0,6365.0,285,310.95,110230.0
2020-08-03,British Columbia,3641,195.0,278.0,0,71.8,45501.0
2020-08-03,Alberta,10843,196.0,1386.0,0,248.05,130816.0
2020-08-03,Saskatchewan,1359,18.0,252.0,17,115.71,76290.0
2020-08-03,Manitoba,442,8.0,97.0,7,32.28,63218.0
2020-08-03,Ontario,39449,2778.0,1312.0,0,270.82,149992.0
2020-08-03,Quebec,59722,5683.0,3153.0,123,703.86,100251.0
2020-08-03,Newfoundland and Labrador,266,3.0,4.0,0,51.0,48801.0
2020-08-03,New Brunswick,170,2.0,0.0,0,21.88,60224.0
2020-08-03,Nova Scotia,1071,64.0,2.0,0,110.25,67473.0
2020-08-03,Prince Edward Island,36,0.0,0.0,0,22.94,128598.0
2020-08-03,Yukon,14,0.0,3.0,0,34.27,39458.0
2020-08-03,Northwest Territories,5,0.0,0.0,0,11.15,64204.0
2020-08-03,Canada,117031,8947.0,6487.0,147,311.34,111154.0
2020-08-04,British Columbia,3787,195.0,319.0,146,74.67,45750.0
2020-08-04,Alberta,11146,201.0,1191.0,303,254.98,136507.0
2020-08-04,Saskatchewan,1368,18.0,253.0,9,116.48,76776.0
2020-08-04,Manitoba,443,8.0,94.0,1,32.35,66958.0
2020-08-04,Ontario,39628,2782.0,1245.0,179,272.05,151265.0
2020-08-04,Quebec,59845,5685.0,3274.0,123,705.31,101122.0
2020-08-04,Newfoundland and Labrador,266,3.0,3.0,0,51.0,49189.0
2020-08-04,New Brunswick,170,2.0,0.0,0,21.88,60406.0
2020-08-04,Nova Scotia,1071,64.0,2.0,0,110.25,67561.0
2020-08-04,Prince Edward Island,36,0.0,0.0,0,22.94,128598.0
2020-08-04,Yukon,14,0.0,3.0,0,34.27,42591.0
2020-08-04,Northwest Territories,5,0.0,0.0,0,11.15,64204.0
2020-08-04,Canada,117792,8958.0,6384.0,761,313.37,112706.0
2020-08-05,British Columbia,3834,195.0,351.0,47,75.6,45983.0
2020-08-05,Alberta,11240,203.0,1146.0,94,257.13,137658.0
2020-08-05,Saskatchewan,1376,18.0,225.0,8,117.16,77325.0
2020-08-05,Manitoba,444,8.0,94.0,1,32.42,67706.0
2020-08-05,Ontario,39714,2782.0,1185.0,86,272.64,152409.0
2020-08-05,Quebec,60000,5687.0,3427.0,155,707.13,102312.0
2020-08-05,Newfoundland and Labrador,266,3.0,0.0,0,51.0,49751.0
2020-08-05,New Brunswick,174,2.0,4.0,4,22.4,60746.0
2020-08-05,Nova Scotia,1071,64.0,2.0,0,110.25,67850.0
2020-08-05,Prince Edward Island,36,0.0,0.0,0,22.94,131599.0
2020-08-05,Yukon,14,0.0,3.0,0,34.27,43301.0
2020-08-05,Northwest Territories,5,0.0,0.0,0,11.15,66256.0
2020-08-05,Canada,118187,8962.0,6437.0,395,314.42,113666.0
2020-08-06,British Columbia,3881,195.0,371.0,47,76.53,46336.0
2020-08-06,Alberta,11296,205.0,1107.0,56,258.41,138943.0
2020-08-06,Saskatchewan,1387,19.0,204.0,11,118.1,78006.0
2020-08-06,Manitoba,474,8.0,118.0,30,34.61,68127.0
2020-08-06,Ontario,39809,2783.0,1120.0,95,273.29,154148.0
2020-08-06,Quebec,60133,5687.0,3560.0,133,708.7,103636.0
2020-08-06,Newfoundland and Labrador,266,3.0,0.0,0,51.0,50389.0
2020-08-06,New Brunswick,176,2.0,6.0,2,22.66,61066.0
2020-08-06,Nova Scotia,1071,64.0,2.0,0,110.25,68242.0
2020-08-06,Prince Edward Island,36,0.0,0.0,0,22.94,132726.0
2020-08-06,Yukon,14,0.0,1.0,0,34.27,43864.0
2020-08-06,Northwest Territories,5,0.0,0.0,0,11.15,67193.0
2020-08-06,Canada,118561,8966.0,6489.0,374,315.41,114904.0
2020-08-07,British Columbia,3934,195.0,386.0,53,77.57,46782.0
2020-08-07,Alberta,11430,208.0,1125.0,134,261.48,140283.0
2020-08-07,Saskatchewan,1409,20.0,168.0,22,119.97,79516.0
2020-08-07,Manitoba,491,8.0,132.0,17,35.85,70504.0
2020-08-07,Ontario,39897,2783.0,1090.0,88,273.89,155817.0
2020-08-07,Quebec,60241,5687.0,3668.0,108,709.97,104774.0
2020-08-07,Newfoundland and Labrador,267,3.0,1.0,1,51.19,50679.0
2020-08-07,New Brunswick,176,2.0,6.0,0,22.66,61397.0
2020-08-07,Nova Scotia,1071,64.0,2.0,0,110.25,68704.0
2020-08-07,Prince Edward Island,36,0.0,0.0,0,22.94,132726.0
2020-08-07,Yukon,15,0.0,2.0,1,36.72,44941.0
2020-08-07,Northwest Territories,5,0.0,0.0,0,11.15,67305.0
2020-08-07,Canada,118985,8970.0,6580.0,424,316.54,116182.0
2020-08-08,British Columbia,3934,195.0,386.0,0,77.57,47294.0
2020-08-08,Alberta,11430,208.0,1125.0,0,261.48,140283.0
2020-08-08,Saskatchewan,1433,20.0,168.0,24,122.01,80706.0
2020-08-08,Manitoba,507,8.0,148.0,16,37.02,70504.0
2020-08-08,Ontario,39967,2784.0,1052.0,70,274.38,157544.0
2020-08-08,Quebec,60367,5692.0,3789.0,126,711.46,105539.0
2020-08-08,Newfoundland and Labrador,267,3.0,1.0,0,51.19,51058.0
2020-08-08,New Brunswick,176,2.0,6.0,0,22.66,61675.0
2020-08-08,Nova Scotia,1071,64.0,2.0,0,110.25,69055.0
2020-08-08,Prince Edward Island,36,0.0,0.0,0,22.94,135447.0
2020-08-08,Yukon,15,0.0,2.0,0,36.72,44941.0
2020-08-08,Northwest Territories,5,0.0,0.0,0,11.15,67305.0
2020-08-08,Canada,119221,8976.0,6679.0,236,317.17,117162.0
2020-08-09,British Columbia,3934,195.0,386.0,0,77.57,47566.0
2020-08-09,Alberta,11430,208.0,1125.0,0,261.48,140283.0
2020-08-09,Saskatchewan,1445,20.0,168.0,12,123.04,82021.0
2020-08-09,Manitoba,542,8.0,182.0,35,39.58,70504.0
2020-08-09,Ontario,40046,2786.0,981.0,79,274.92,159388.0
2020-08-09,Quebec,60471,5695.0,3890.0,104,712.68,107076.0
2020-08-09,Newfoundland and Labrador,267,3.0,1.0,0,51.19,51499.0
2020-08-09,New Brunswick,176,2.0,6.0,0,22.66,61926.0
2020-08-09,Nova Scotia,1071,64.0,1.0,0,110.25,69225.0
2020-08-09,Prince Edward Island,36,0.0,0.0,0,22.94,137728.0
2020-08-09,Yukon,15,0.0,2.0,0,36.72,44941.0
2020-08-09,Northwest Territories,5,0.0,0.0,0,11.15,67305.0
2020-08-09,Canada,119451,8981.0,6742.0,230,317.78,118327.0
2020-08-10,British Columbia,4065,195.0,445.0,131,80.16,48248.0
2020-08-10,Alberta,11687,213.0,1090.0,257,267.36,144418.0
2020-08-10,Saskatchewan,1450,20.0,165.0,5,123.46,82935.0
2020-08-10,Manitoba,558,8.0,196.0,16,40.75,73825.0
2020-08-10,Ontario,40161,2786.0,994.0,115,275.71,160867.0
2020-08-10,Quebec,60627,5696.0,1890.0,156,714.52,107991.0
2020-08-10,Newfoundland and Labrador,268,3.0,2.0,1,51.39,51856.0
2020-08-10,New Brunswick,176,2.0,6.0,0,22.66,62215.0
2020-08-10,Nova Scotia,1071,64.0,0.0,0,110.25,69432.0
2020-08-10,Prince Edward Island,36,0.0,0.0,0,22.94,138932.0
2020-08-10,Yukon,15,0.0,2.0,0,36.72,48000.0
2020-08-10,Northwest Territories,5,0.0,0.0,0,11.15,67305.0
2020-08-10,Canada,120132,8987.0,4790.0,681,319.59,119854.0
2020-08-11,British Columbia,4111,195.0,472.0,46,81.06,48563.0
2020-08-11,Alberta,11772,216.0,1004.0,85,269.3,145567.0
2020-08-11,Saskatchewan,1479,20.0,165.0,29,125.93,83532.0
2020-08-11,Manitoba,562,8.0,194.0,4,41.04,74767.0
2020-08-11,Ontario,40194,2786.0,952.0,33,275.93,162300.0
2020-08-11,Quebec,60718,5697.0,1886.0,91,715.6,108702.0
2020-08-11,Newfoundland and Labrador,268,3.0,2.0,0,51.39,52341.0
2020-08-11,New Brunswick,177,2.0,7.0,1,22.78,62502.0
2020-08-11,Nova Scotia,1071,64.0,0.0,0,110.25,69714.0
2020-08-11,Prince Edward Island,36,0.0,0.0,0,22.94,139678.0
2020-08-11,Yukon,15,0.0,2.0,0,36.72,49371.0
2020-08-11,Northwest Territories,5,0.0,0.0,0,11.15,68554.0
2020-08-11,Canada,120421,8991.0,4684.0,289,320.36,120826.0
2020-08-12,British Columbia,4196,196.0,531.0,85,82.74,48978.0
2020-08-12,Alberta,11893,217.0,1044.0,121,272.07,146837.0
2020-08-12,Saskatchewan,1484,20.0,150.0,5,126.36,84200.0
2020-08-12,Manitoba,578,8.0,202.0,16,42.21,75938.0
2020-08-12,Ontario,40289,2787.0,912.0,95,276.59,163932.0
2020-08-12,Quebec,60813,5709.0,1834.0,95,716.71,109198.0
2020-08-12,Newfoundland and Labrador,268,3.0,2.0,0,51.39,52868.0
2020-08-12,New Brunswick,178,2.0,8.0,1,22.91,62821.0
2020-08-12,Nova Scotia,1071,64.0,0.0,0,110.25,69976.0
2020-08-12,Prince Edward Island,41,0.0,5.0,5,26.12,142602.0
2020-08-12,Yukon,15,0.0,2.0,0,36.72,50472.0
2020-08-12,Northwest Territories,5,0.0,0.0,0,11.15,69089.0
2020-08-12,Canada,120844,9006.0,4690.0,423,321.49,121872.0
2020-08-13,British Columbia,4274,196.0,578.0,78,84.28,49535.0
2020-08-13,Alberta,11969,220.0,1036.0,76,273.81,148075.0
2020-08-13,Saskatchewan,1511,20.0,166.0,27,128.65,85474.0
2020-08-13,Manitoba,603,8.0,218.0,25,44.03,77187.0
2020-08-13,Ontario,40367,2787.0,891.0,78,277.12,165899.0
2020-08-13,Quebec,60917,5715.0,1761.0,104,717.94,110683.0
2020-08-13,Newfoundland and Labrador,268,3.0,2.0,0,51.39,53369.0
2020-08-13,New Brunswick,180,2.0,9.0,2,23.17,63118.0
2020-08-13,Nova Scotia,1071,64.0,0.0,0,110.25,70456.0
2020-08-13,Prince Edward Island,41,0.0,5.0,0,26.12,144284.0
2020-08-13,Yukon,15,0.0,0.0,0,36.72,51696.0
2020-08-13,Northwest Territories,5,0.0,0.0,0,11.15,69312.0
2020-08-13,Canada,121234,9015.0,4666.0,390,322.52,123309.0
2020-08-14,British Columbia,4358,196.0,629.0,84,85.93,50150.0
2020-08-14,Alberta,12053,221.0,1036.0,84,275.73,149342.0
2020-08-14,Saskatchewan,1541,20.0,174.0,30,131.21,86622.0
2020-08-14,Manitoba,643,8.0,246.0,40,46.95,78808.0
2020-08-14,Ontario,40459,2788.0,899.0,92,277.75,167901.0
2020-08-14,Quebec,61004,5718.0,1688.0,87,718.97,111612.0
2020-08-14,Newfoundland and Labrador,268,3.0,2.0,0,51.39,53867.0
2020-08-14,New Brunswick,180,2.0,9.0,0,23.17,63457.0
2020-08-14,Nova Scotia,1072,64.0,1.0,1,110.36,70872.0
2020-08-14,Prince Edward Island,41,0.0,5.0,0,26.12,146170.0
2020-08-14,Yukon,15,0.0,1.0,0,36.72,52773.0
2020-08-14,Northwest Territories,5,0.0,0.0,0,11.15,69736.0
2020-08-14,Canada,121652,9020.0,4690.0,418,323.63,124654.0
2020-08-15,British Columbia,4358,196.0,629.0,0,85.93,50855.0
2020-08-15,Alberta,12053,221.0,1036.0,0,275.73,149342.0
2020-08-15,Saskatchewan,1566,21.0,189.0,25,133.34,88011.0
2020-08-15,Manitoba,663,9.0,211.0,20,48.41,78808.0
2020-08-15,Ontario,40565,2789.0,903.0,106,278.48,169922.0
2020-08-15,Quebec,61084,5719.0,1656.0,80,719.91,113928.0
2020-08-15,Newfoundland and Labrador,268,3.0,2.0,0,51.39,54199.0
2020-08-15,New Brunswick,184,2.0,13.0,4,23.69,63754.0
2020-08-15,Nova Scotia,1074,64.0,3.0,2,110.56,71293.0
2020-08-15,Prince Edward Island,41,0.0,5.0,0,26.12,148541.0
2020-08-15,Yukon,15,0.0,1.0,0,36.72,52773.0
2020-08-15,Northwest Territories,5,0.0,0.0,0,11.15,69736.0
2020-08-15,Canada,121889,9024.0,4648.0,237,324.27,126130.0
2020-08-16,British Columbia,4358,196.0,629.0,0,85.93,51388.0
2020-08-16,Alberta,12053,221.0,1036.0,0,275.73,149342.0
2020-08-16,Saskatchewan,1580,22.0,193.0,14,134.53,89231.0
2020-08-16,Manitoba,697,9.0,205.0,34,50.9,78808.0
2020-08-16,Ontario,40646,2789.0,904.0,81,279.04,171503.0
2020-08-16,Quebec,61151,5720.0,1584.0,67,720.7,115010.0
2020-08-16,Newfoundland and Labrador,268,3.0,2.0,0,51.39,54605.0
2020-08-16,New Brunswick,186,2.0,15.0,2,23.94,63967.0
2020-08-16,Nova Scotia,1074,64.0,3.0,0,110.56,71646.0
2020-08-16,Prince Edward Island,41,0.0,5.0,0,26.12,149471.0
2020-08-16,Yukon,15,0.0,1.0,0,36.72,52773.0
2020-08-16,Northwest Territories,5,0.0,0.0,0,11.15,69736.0
2020-08-16,Canada,122087,9026.0,4577.0,198,324.79,127120.0
2020-08-17,British Columbia,4594,198.0,743.0,236,90.59,51924.0
2020-08-17,Alberta,12412,224.0,1132.0,359,283.94,153761.0
2020-08-17,Saskatchewan,1581,22.0,172.0,1,134.61,89933.0
2020-08-17,Manitoba,731,9.0,232.0,34,53.38,82678.0
2020-08-17,Ontario,40745,2789.0,920.0,99,279.72,173201.0
2020-08-17,Quebec,61206,5721.0,1555.0,55,721.35,115948.0
2020-08-17,Newfoundland and Labrador,268,3.0,2.0,0,51.39,54960.0
2020-08-17,New Brunswick,186,2.0,15.0,0,23.94,64227.0
2020-08-17,Nova Scotia,1075,64.0,4.0,1,110.67,71828.0
2020-08-17,Prince Edward Island,41,0.0,5.0,0,26.12,150261.0
2020-08-17,Yukon,15,0.0,1.0,0,36.72,52773.0
2020-08-17,Northwest Territories,5,0.0,0.0,0,11.15,72569.0
2020-08-17,Canada,122872,9032.0,4781.0,785,326.88,128761.0
2020-08-18,British Columbia,4677,198.0,775.0,83,92.22,52460.0
2020-08-18,Alberta,12419,225.0,1169.0,7,284.1,155046.0
2020-08-18,Saskatchewan,1582,22.0,157.0,1,134.7,90515.0
2020-08-18,Manitoba,748,11.0,235.0,17,54.62,83492.0
2020-08-18,Ontario,40870,2792.0,952.0,125,280.57,174733.0
2020-08-18,Quebec,61252,5727.0,1442.0,46,721.89,116723.0
2020-08-18,Newfoundland and Labrador,268,3.0,2.0,0,51.39,55382.0
2020-08-18,New Brunswick,186,2.0,13.0,0,23.94,64519.0
2020-08-18,Nova Scotia,1075,64.0,4.0,0,110.67,72098.0
2020-08-18,Prince Edward Island,44,0.0,4.0,3,28.03,152051.0
2020-08-18,Yukon,15,0.0,0.0,0,36.72,55001.0
2020-08-18,Northwest Territories,5,0.0,0.0,0,11.15,72882.0
2020-08-18,Canada,123154,9044.0,4753.0,282,327.63,129829.0
2020-08-19,British Columbia,4745,198.0,798.0,68,93.57,52967.0
2020-08-19,Alberta,12501,227.0,1107.0,82,285.98,156484.0
2020-08-19,Saskatchewan,1586,22.0,154.0,4,135.04,91146.0
2020-08-19,Manitoba,763,12.0,223.0,15,55.72,84486.0
2020-08-19,Ontario,40972,2792.0,965.0,102,281.27,176435.0
2020-08-19,Quebec,61316,5729.0,1349.0,64,722.64,117670.0
2020-08-19,Newfoundland and Labrador,268,3.0,2.0,0,51.39,55942.0
2020-08-19,New Brunswick,186,2.0,12.0,0,23.94,64872.0
2020-08-19,Nova Scotia,1076,64.0,5.0,1,110.77,72524.0
2020-08-19,Prince Edward Island,44,0.0,4.0,0,28.03,154829.0
2020-08-19,Yukon,15,0.0,0.0,0,36.72,55564.0
2020-08-19,Northwest Territories,5,0.0,0.0,0,11.15,73105.0
2020-08-19,Canada,123490,9049.0,4619.0,336,328.52,131033.0
2020-08-20,British Columbia,4825,200.0,780.0,80,95.14,53567.0
2020-08-20,Alberta,12604,228.0,1084.0,103,288.33,157994.0
2020-08-20,Saskatchewan,1590,22.0,149.0,4,135.38,92138.0
2020-08-20,Manitoba,796,12.0,247.0,33,58.12,85633.0
2020-08-20,Ontario,41048,2793.0,964.0,76,281.8,178157.0
2020-08-20,Quebec,61402,5730.0,1289.0,86,723.66,118828.0
2020-08-20,Newfoundland and Labrador,268,3.0,2.0,0,51.39,56692.0
2020-08-20,New Brunswick,186,2.0,6.0,0,23.94,65240.0
2020-08-20,Nova Scotia,1077,64.0,6.0,1,110.87,72987.0
2020-08-20,Prince Edward Island,44,0.0,4.0,0,28.03,156811.0
2020-08-20,Yukon,15,0.0,0.0,0,36.72,56249.0
2020-08-20,Northwest Territories,5,0.0,0.0,0,11.15,73395.0
2020-08-20,Canada,123873,9054.0,4531.0,383,329.54,132331.0
2020-08-21,British Columbia,4915,202.0,824.0,90,96.92,54241.0
2020-08-21,Alberta,12748,230.0,1144.0,144,291.63,159573.0
2020-08-21,Saskatchewan,1595,22.0,134.0,5,135.81,92969.0
2020-08-21,Manitoba,830,12.0,265.0,34,60.61,87304.0
2020-08-21,Ontario,41179,2796.0,986.0,131,282.7,180021.0
2020-08-21,Quebec,61495,5733.0,1290.0,93,724.75,120887.0
2020-08-21,Newfoundland and Labrador,268,3.0,0.0,0,51.39,57104.0
2020-08-21,New Brunswick,188,2.0,8.0,2,24.2,65668.0
2020-08-21,Nova Scotia,1077,64.0,5.0,0,110.87,73556.0
2020-08-21,Prince Edward Island,44,0.0,4.0,0,28.03,159863.0
2020-08-21,Yukon,15,0.0,0.0,0,36.72,57155.0
2020-08-21,Northwest Territories,5,0.0,0.0,0,11.15,73484.0
2020-08-21,Canada,124372,9064.0,4660.0,499,330.87,133923.0
2020-08-22,British Columbia,4915,202.0,824.0,0,96.92,54918.0
2020-08-22,Alberta,12748,230.0,1144.0,0,291.63,159573.0
2020-08-22,Saskatchewan,1597,22.0,117.0,2,135.98,94156.0
