date,region,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-09-18,Manitoba,-5.0,2.0,66.0,-41.0,-27.0,6.0
2020-09-19,Manitoba,-9.0,-2.0,127.0,-34.0,-3.0,1.0
2020-09-20,Manitoba,-8.0,-2.0,115.0,-38.0,-9.0,0.0
2020-09-21,Manitoba,-7.0,-2.0,65.0,-44.0,-29.0,8.0
2020-09-22,Manitoba,-9.0,1.0,129.0,-42.0,-28.0,7.0
2020-09-23,Manitoba,-12.0,-1.0,39.0,-45.0,-26.0,8.0
2020-09-24,Manitoba,-8.0,3.0,77.0,-44.0,-24.0,7.0
2020-09-25,Manitoba,-11.0,0.0,90.0,-44.0,-25.0,6.0
2020-09-26,Manitoba,-12.0,0.0,94.0,-41.0,-3.0,2.0
2020-09-27,Manitoba,-15.0,-2.0,46.0,-45.0,-10.0,2.0
2020-09-28,Manitoba,-10.0,-2.0,32.0,-47.0,-26.0,8.0
2020-09-29,Manitoba,-11.0,2.0,72.0,-46.0,-26.0,8.0
2020-09-30,Manitoba,-12.0,0.0,9.0,-47.0,-27.0,8.0
2020-10-01,Manitoba,-9.0,6.0,31.0,-47.0,-24.0,8.0
2020-10-02,Manitoba,-14.0,-2.0,24.0,-44.0,-25.0,8.0
2020-10-03,Manitoba,-14.0,-2.0,49.0,-41.0,-5.0,4.0
2020-10-04,Manitoba,-15.0,-3.0,52.0,-45.0,-12.0,3.0
2020-10-05,Manitoba,-11.0,-3.0,42.0,-43.0,-26.0,8.0
2020-10-06,Manitoba,-14.0,2.0,42.0,-45.0,-27.0,8.0
2020-10-07,Manitoba,-13.0,0.0,37.0,-45.0,-25.0,8.0
2020-10-08,Manitoba,-10.0,7.0,45.0,-45.0,-23.0,8.0
2020-10-09,Manitoba,-13.0,6.0,32.0,-45.0,-26.0,8.0
2020-10-10,Manitoba,-18.0,5.0,43.0,-41.0,-7.0,4.0
2020-10-11,Manitoba,-28.0,-4.0,29.0,-49.0,-13.0,2.0
2020-10-12,Manitoba,-44.0,-38.0,95.0,-67.0,-76.0,20.0
2020-10-13,Manitoba,-17.0,-3.0,26.0,-44.0,-27.0,9.0
2020-10-14,Manitoba,-16.0,-4.0,10.0,-46.0,-25.0,10.0
2020-10-15,Manitoba,-12.0,2.0,12.0,-46.0,-23.0,10.0
2020-10-16,Manitoba,-16.0,-3.0,-6.0,-48.0,-25.0,10.0
2020-10-17,Manitoba,-17.0,-4.0,3.0,-44.0,-5.0,7.0
2020-10-18,Manitoba,-22.0,-9.0,-7.0,-50.0,-13.0,6.0
2020-10-19,Manitoba,-15.0,-9.0,8.0,-49.0,-25.0,10.0
2020-10-20,Manitoba,-14.0,-2.0,3.0,-46.0,-26.0,10.0
2020-10-21,Manitoba,-17.0,-4.0,-6.0,-44.0,-25.0,10.0
2020-10-22,Manitoba,-12.0,4.0,9.0,-43.0,-23.0,10.0
2020-10-23,Manitoba,-16.0,-2.0,-8.0,-46.0,-28.0,11.0
2020-10-24,Manitoba,-18.0,-2.0,-15.0,-42.0,-7.0,7.0
2020-10-25,Manitoba,-22.0,-8.0,-9.0,-46.0,-13.0,6.0
2020-10-26,Manitoba,-17.0,-7.0,-6.0,-48.0,-25.0,10.0
2020-10-27,Manitoba,-23.0,-9.0,-11.0,-48.0,-26.0,11.0
2020-10-28,Manitoba,-17.0,-2.0,-11.0,-45.0,-25.0,11.0
2020-10-29,Manitoba,-12.0,6.0,-8.0,-49.0,-24.0,10.0
2020-10-30,Manitoba,-17.0,4.0,-24.0,-49.0,-25.0,10.0
2020-10-31,Manitoba,-27.0,-3.0,-39.0,-50.0,-8.0,9.0
2020-11-01,Manitoba,-28.0,-9.0,-22.0,-51.0,-16.0,6.0
2020-11-02,Manitoba,-24.0,-10.0,6.0,-51.0,-28.0,11.0
2020-11-03,Manitoba,-26.0,-4.0,35.0,-49.0,-30.0,12.0
2020-11-04,Manitoba,-26.0,-6.0,23.0,-50.0,-28.0,12.0
2020-11-05,Manitoba,-24.0,-3.0,-4.0,-52.0,-27.0,12.0
2020-11-06,Manitoba,-27.0,-6.0,-23.0,-54.0,-28.0,14.0
2020-11-07,Manitoba,-29.0,-7.0,-16.0,-50.0,-12.0,10.0
2020-11-08,Manitoba,-32.0,-11.0,19.0,-55.0,-19.0,8.0
2020-11-09,Manitoba,-27.0,-14.0,-25.0,-56.0,-31.0,14.0
2020-11-10,Manitoba,-16.0,13.0,-10.0,-52.0,-31.0,12.0
2020-11-11,Manitoba,-41.0,-28.0,-3.0,-67.0,-74.0,25.0
2020-11-12,Manitoba,-40.0,-12.0,-30.0,-57.0,-33.0,16.0
2020-11-13,Manitoba,-37.0,-10.0,-35.0,-56.0,-33.0,17.0
2020-11-14,Manitoba,-42.0,-16.0,-24.0,-56.0,-20.0,13.0
2020-11-15,Manitoba,-47.0,-25.0,-38.0,-62.0,-29.0,11.0
2020-11-16,Manitoba,-34.0,-17.0,-32.0,-57.0,-32.0,15.0
2020-11-17,Manitoba,-37.0,-14.0,-25.0,-57.0,-33.0,15.0
2020-11-18,Manitoba,-37.0,-14.0,-18.0,-54.0,-32.0,15.0
2020-11-19,Manitoba,-31.0,-4.0,-23.0,-56.0,-30.0,15.0
2020-11-20,Manitoba,-41.0,-16.0,-36.0,-58.0,-36.0,18.0
2020-11-21,Manitoba,-49.0,-22.0,-31.0,-60.0,-22.0,14.0
2020-11-22,Manitoba,-53.0,-30.0,-34.0,-63.0,-30.0,12.0
2020-11-23,Manitoba,-41.0,-22.0,-29.0,-60.0,-34.0,16.0
2020-11-24,Manitoba,-43.0,-20.0,-25.0,-58.0,-35.0,17.0
2020-11-25,Manitoba,-41.0,-18.0,-28.0,-58.0,-33.0,16.0
2020-11-26,Manitoba,-36.0,-8.0,-19.0,-58.0,-32.0,16.0
2020-11-27,Manitoba,-37.0,-14.0,-31.0,-58.0,-34.0,17.0
2020-11-28,Manitoba,-42.0,-16.0,-19.0,-55.0,-18.0,13.0
2020-11-29,Manitoba,-48.0,-24.0,-33.0,-61.0,-28.0,11.0
2020-02-15,New Brunswick,-3.0,-7.0,-13.0,11.0,-3.0,1.0
2020-02-16,New Brunswick,29.0,22.0,121.0,15.0,5.0,-4.0
2020-02-17,New Brunswick,-35.0,-50.0,83.0,-24.0,-64.0,14.0
2020-02-18,New Brunswick,2.0,12.0,-12.0,-1.0,1.0,0.0
2020-02-19,New Brunswick,-4.0,-5.0,-8.0,6.0,-1.0,1.0
2020-02-20,New Brunswick,4.0,1.0,-12.0,2.0,0.0,1.0
2020-02-21,New Brunswick,1.0,-4.0,-17.0,2.0,0.0,1.0
2020-02-22,New Brunswick,3.0,0.0,14.0,12.0,0.0,0.0
2020-02-23,New Brunswick,28.0,13.0,139.0,22.0,9.0,-4.0
2020-02-24,New Brunswick,3.0,-2.0,9.0,3.0,2.0,0.0
2020-02-25,New Brunswick,3.0,2.0,4.0,7.0,2.0,0.0
2020-02-26,New Brunswick,8.0,10.0,11.0,12.0,1.0,-1.0
2020-02-27,New Brunswick,-24.0,-10.0,-38.0,-20.0,-16.0,11.0
2020-02-28,New Brunswick,-3.0,-5.0,-17.0,8.0,-5.0,3.0
2020-02-29,New Brunswick,0.0,-1.0,6.0,22.0,1.0,-1.0
2020-03-01,New Brunswick,14.0,9.0,55.0,17.0,6.0,-2.0
2020-03-02,New Brunswick,6.0,-2.0,15.0,1.0,-17.0,2.0
2020-03-03,New Brunswick,7.0,-1.0,12.0,0.0,-16.0,2.0
2020-03-04,New Brunswick,1.0,-6.0,-20.0,-2.0,-18.0,4.0
2020-03-05,New Brunswick,8.0,0.0,4.0,-1.0,-17.0,3.0
2020-03-06,New Brunswick,3.0,-4.0,6.0,1.0,-17.0,3.0
2020-03-07,New Brunswick,0.0,-7.0,-19.0,8.0,-2.0,0.0
2020-03-08,New Brunswick,25.0,14.0,92.0,17.0,6.0,-3.0
2020-03-09,New Brunswick,2.0,0.0,-8.0,0.0,1.0,1.0
2020-03-10,New Brunswick,-12.0,-9.0,-14.0,-9.0,-10.0,6.0
2020-03-11,New Brunswick,4.0,3.0,-2.0,0.0,0.0,1.0
2020-03-12,New Brunswick,11.0,20.0,16.0,1.0,0.0,0.0
2020-03-13,New Brunswick,-8.0,28.0,-31.0,-12.0,-5.0,6.0
2020-03-14,New Brunswick,-14.0,12.0,-21.0,-5.0,-3.0,4.0
2020-03-15,New Brunswick,2.0,18.0,92.0,0.0,1.0,1.0
2020-03-16,New Brunswick,-6.0,17.0,-2.0,-18.0,-21.0,8.0
2020-03-17,New Brunswick,-27.0,6.0,-14.0,-26.0,-34.0,12.0
2020-03-18,New Brunswick,-32.0,-1.0,13.0,-30.0,-40.0,14.0
2020-03-19,New Brunswick,-31.0,5.0,13.0,-34.0,-43.0,16.0
2020-03-20,New Brunswick,-48.0,-14.0,-36.0,-44.0,-48.0,21.0
2020-03-21,New Brunswick,-55.0,-27.0,0.0,-38.0,-36.0,13.0
2020-03-22,New Brunswick,-47.0,-22.0,48.0,-39.0,-31.0,7.0
2020-03-23,New Brunswick,-47.0,-26.0,-4.0,-52.0,-51.0,18.0
2020-03-24,New Brunswick,-54.0,-29.0,-35.0,-54.0,-55.0,21.0
2020-03-25,New Brunswick,-48.0,-21.0,10.0,-50.0,-54.0,19.0
2020-03-26,New Brunswick,-49.0,-20.0,-12.0,-54.0,-55.0,21.0
2020-03-27,New Brunswick,-52.0,-22.0,-38.0,-60.0,-55.0,24.0
2020-03-28,New Brunswick,-54.0,-30.0,21.0,-41.0,-40.0,13.0
2020-03-29,New Brunswick,-42.0,-20.0,101.0,-47.0,-35.0,8.0
2020-03-30,New Brunswick,-49.0,-31.0,-24.0,-58.0,-55.0,20.0
2020-03-31,New Brunswick,-50.0,-27.0,-23.0,-60.0,-56.0,20.0
2020-04-01,New Brunswick,-52.0,-29.0,-42.0,-61.0,-57.0,22.0
2020-04-02,New Brunswick,-51.0,-28.0,-43.0,-61.0,-57.0,23.0
2020-04-03,New Brunswick,-50.0,-23.0,-42.0,-60.0,-56.0,25.0
2020-04-04,New Brunswick,-54.0,-32.0,-27.0,-55.0,-42.0,15.0
2020-04-05,New Brunswick,-43.0,-23.0,78.0,-53.0,-37.0,8.0
2020-04-06,New Brunswick,-44.0,-30.0,-3.0,-58.0,-56.0,20.0
2020-04-07,New Brunswick,-46.0,-24.0,-12.0,-57.0,-57.0,20.0
2020-04-08,New Brunswick,-42.0,-16.0,-7.0,-54.0,-57.0,20.0
2020-04-09,New Brunswick,-30.0,4.0,-16.0,-54.0,-57.0,20.0
2020-04-10,New Brunswick,-85.0,-79.0,-62.0,-81.0,-83.0,35.0
2020-04-11,New Brunswick,-48.0,-15.0,-40.0,-57.0,-41.0,15.0
2020-04-12,New Brunswick,-68.0,-64.0,70.0,-54.0,-45.0,10.0
2020-04-13,New Brunswick,-49.0,-36.0,-39.0,-66.0,-64.0,23.0
2020-04-14,New Brunswick,-40.0,-21.0,15.0,-52.0,-56.0,20.0
2020-04-15,New Brunswick,-38.0,-19.0,-1.0,-55.0,-56.0,20.0
2020-04-16,New Brunswick,-39.0,-21.0,-10.0,-54.0,-56.0,22.0
2020-04-17,New Brunswick,-43.0,-24.0,-24.0,-59.0,-55.0,24.0
2020-04-19,New Brunswick,-34.0,-19.0,107.0,-43.0,-33.0,7.0
2020-04-20,New Brunswick,-34.0,-25.0,1.0,-53.0,-53.0,19.0
2020-04-21,New Brunswick,-34.0,-19.0,18.0,-51.0,-54.0,19.0
2020-04-22,New Brunswick,-42.0,-25.0,-29.0,-56.0,-55.0,21.0
2020-04-23,New Brunswick,-39.0,-20.0,-14.0,-52.0,-54.0,21.0
2020-04-24,New Brunswick,-40.0,-21.0,4.0,-51.0,-53.0,21.0
2020-04-26,New Brunswick,-24.0,-11.0,169.0,-39.0,-27.0,4.0
2020-04-27,New Brunswick,-33.0,-25.0,-17.0,-56.0,-51.0,18.0
2020-04-28,New Brunswick,-32.0,-16.0,-2.0,-50.0,-52.0,14.0
2020-04-29,New Brunswick,-29.0,-16.0,50.0,-47.0,-52.0,17.0
2020-04-30,New Brunswick,-28.0,-14.0,41.0,-45.0,-51.0,18.0
2020-05-01,New Brunswick,-36.0,-20.0,-15.0,-54.0,-51.0,20.0
2020-05-03,New Brunswick,-19.0,-9.0,223.0,-29.0,-25.0,3.0
2020-05-04,New Brunswick,-30.0,-22.0,-6.0,-53.0,-49.0,17.0
2020-05-05,New Brunswick,-33.0,-19.0,-12.0,-55.0,-50.0,18.0
2020-05-06,New Brunswick,-25.0,-10.0,76.0,-38.0,-48.0,15.0
2020-05-07,New Brunswick,-28.0,-12.0,31.0,-43.0,-49.0,17.0
2020-05-08,New Brunswick,-31.0,-11.0,18.0,-46.0,-47.0,18.0
2020-05-09,New Brunswick,-43.0,-18.0,-45.0,-56.0,-31.0,13.0
2020-05-10,New Brunswick,-14.0,7.0,72.0,-32.0,-17.0,4.0
2020-05-11,New Brunswick,-21.0,-15.0,90.0,-39.0,-44.0,14.0
2020-05-12,New Brunswick,-28.0,-15.0,-2.0,-48.0,-46.0,17.0
2020-05-13,New Brunswick,-19.0,-7.0,59.0,-33.0,-45.0,15.0
2020-05-14,New Brunswick,-17.0,-6.0,88.0,-32.0,-45.0,13.0
2020-05-15,New Brunswick,-24.0,-9.0,89.0,-36.0,-46.0,15.0
2020-05-16,New Brunswick,-30.0,-16.0,67.0,-36.0,-23.0,7.0
2020-05-18,New Brunswick,-50.0,-46.0,193.0,-56.0,-72.0,17.0
2020-05-19,New Brunswick,-8.0,4.0,94.0,-26.0,-40.0,12.0
2020-05-20,New Brunswick,-5.0,7.0,133.0,-25.0,-40.0,11.0
2020-05-21,New Brunswick,-7.0,2.0,160.0,-25.0,-41.0,12.0
2020-05-22,New Brunswick,-16.0,-4.0,138.0,-24.0,-38.0,12.0
2020-05-23,New Brunswick,-20.0,-9.0,117.0,-20.0,-13.0,4.0
2020-05-25,New Brunswick,-1.0,-3.0,132.0,-28.0,-38.0,10.0
2020-05-26,New Brunswick,-8.0,-5.0,131.0,-26.0,-36.0,10.0
2020-05-27,New Brunswick,-5.0,2.0,129.0,-21.0,-37.0,10.0
2020-05-28,New Brunswick,-5.0,1.0,156.0,-22.0,-36.0,10.0
2020-05-29,New Brunswick,-15.0,-3.0,112.0,-27.0,-36.0,11.0
2020-05-30,New Brunswick,-22.0,-13.0,84.0,-27.0,-8.0,5.0
2020-06-01,New Brunswick,-3.0,-5.0,99.0,-25.0,-32.0,9.0
2020-06-02,New Brunswick,-10.0,-6.0,107.0,-22.0,-33.0,9.0
2020-06-03,New Brunswick,-9.0,-5.0,81.0,-25.0,-33.0,10.0
2020-06-04,New Brunswick,-7.0,-1.0,152.0,-21.0,-32.0,9.0
2020-06-05,New Brunswick,-14.0,-3.0,144.0,-24.0,-31.0,9.0
2020-06-06,New Brunswick,-22.0,-11.0,39.0,-26.0,-7.0,5.0
2020-06-07,New Brunswick,-4.0,11.0,217.0,-19.0,-3.0,0.0
2020-06-08,New Brunswick,-5.0,-4.0,128.0,-24.0,-30.0,8.0
2020-06-09,New Brunswick,-9.0,-5.0,131.0,-23.0,-30.0,8.0
2020-06-10,New Brunswick,-3.0,2.0,145.0,-14.0,-30.0,8.0
2020-06-11,New Brunswick,-5.0,-1.0,76.0,-22.0,-31.0,10.0
2020-06-12,New Brunswick,-11.0,-5.0,143.0,-23.0,-30.0,9.0
2020-06-13,New Brunswick,-17.0,-10.0,203.0,-8.0,-3.0,1.0
2020-06-15,New Brunswick,3.0,-2.0,173.0,-15.0,-27.0,7.0
2020-06-16,New Brunswick,2.0,2.0,219.0,-14.0,-29.0,7.0
2020-06-17,New Brunswick,0.0,4.0,233.0,-13.0,-29.0,6.0
2020-06-18,New Brunswick,2.0,4.0,250.0,-18.0,-30.0,7.0
2020-06-19,New Brunswick,-6.0,3.0,235.0,-20.0,-31.0,6.0
2020-06-20,New Brunswick,-13.0,-3.0,202.0,-12.0,-2.0,0.0
2020-06-23,New Brunswick,0.0,1.0,211.0,-15.0,-30.0,7.0
2020-06-24,New Brunswick,-1.0,3.0,185.0,-16.0,-31.0,7.0
2020-06-25,New Brunswick,1.0,4.0,196.0,-16.0,-31.0,7.0
2020-06-26,New Brunswick,-8.0,0.0,186.0,-19.0,-31.0,7.0
2020-06-30,New Brunswick,13.0,21.0,169.0,-15.0,-32.0,6.0
2020-07-01,New Brunswick,-38.0,-35.0,380.0,-36.0,-67.0,13.0
2020-07-02,New Brunswick,3.0,9.0,165.0,-20.0,-37.0,8.0
2020-07-03,New Brunswick,-2.0,5.0,249.0,-19.0,-37.0,6.0
2020-07-06,New Brunswick,5.0,2.0,131.0,-25.0,-33.0,7.0
2020-07-07,New Brunswick,2.0,3.0,220.0,-18.0,-32.0,6.0
2020-07-08,New Brunswick,-2.0,1.0,87.0,-20.0,-33.0,8.0
2020-07-09,New Brunswick,4.0,6.0,222.0,-17.0,-32.0,6.0
2020-07-10,New Brunswick,-7.0,0.0,261.0,-20.0,-32.0,5.0
2020-07-11,New Brunswick,-16.0,-8.0,160.0,-27.0,-8.0,1.0
2020-07-14,New Brunswick,-1.0,0.0,137.0,-22.0,-33.0,7.0
2020-07-15,New Brunswick,2.0,4.0,200.0,-16.0,-32.0,6.0
2020-07-16,New Brunswick,4.0,6.0,238.0,-17.0,-32.0,6.0
2020-07-17,New Brunswick,-8.0,-2.0,167.0,-23.0,-34.0,7.0
2020-07-21,New Brunswick,3.0,3.0,286.0,-18.0,-33.0,5.0
2020-07-22,New Brunswick,3.0,4.0,259.0,-18.0,-32.0,5.0
2020-07-23,New Brunswick,3.0,4.0,159.0,-22.0,-33.0,7.0
2020-07-24,New Brunswick,-7.0,2.0,274.0,-20.0,-33.0,5.0
2020-07-28,New Brunswick,1.0,2.0,189.0,-24.0,-34.0,7.0
2020-07-29,New Brunswick,4.0,8.0,248.0,-18.0,-34.0,5.0
2020-07-31,New Brunswick,-3.0,5.0,257.0,-18.0,-36.0,5.0
2020-08-04,New Brunswick,7.0,13.0,257.0,-16.0,-36.0,5.0
2020-08-05,New Brunswick,7.0,13.0,218.0,-23.0,-35.0,6.0
2020-08-07,New Brunswick,-6.0,1.0,279.0,-21.0,-35.0,5.0
2020-08-11,New Brunswick,1.0,2.0,249.0,-24.0,-33.0,5.0
2020-08-12,New Brunswick,-1.0,3.0,201.0,-27.0,-33.0,6.0
2020-08-14,New Brunswick,-6.0,4.0,245.0,-26.0,-34.0,5.0
2020-09-11,New Brunswick,-7.0,-3.0,117.0,-27.0,-30.0,4.0
2020-09-12,New Brunswick,-10.0,-6.0,172.0,-10.0,-8.0,-2.0
2020-09-14,New Brunswick,5.0,-2.0,138.0,-27.0,-28.0,3.0
2020-09-15,New Brunswick,-2.0,-3.0,129.0,-25.0,-28.0,4.0
2020-09-16,New Brunswick,-6.0,-4.0,98.0,-26.0,-28.0,5.0
2020-09-17,New Brunswick,-2.0,-4.0,105.0,-22.0,-29.0,5.0
2020-09-18,New Brunswick,-6.0,-3.0,68.0,-25.0,-28.0,5.0
2020-09-19,New Brunswick,-8.0,-5.0,136.0,-9.0,-6.0,-1.0
2020-09-21,New Brunswick,-2.0,-2.0,112.0,-27.0,-30.0,4.0
2020-09-22,New Brunswick,-14.0,-7.0,38.0,-38.0,-30.0,7.0
2020-09-23,New Brunswick,-13.0,-5.0,54.0,-34.0,-29.0,7.0
2020-09-24,New Brunswick,-6.0,-4.0,106.0,-24.0,-29.0,5.0
2020-09-25,New Brunswick,-11.0,-6.0,90.0,-26.0,-28.0,6.0
2020-09-26,New Brunswick,-12.0,-8.0,119.0,-14.0,-5.0,0.0
2020-09-27,New Brunswick,10.0,16.0,254.0,-13.0,3.0,-4.0
2020-09-28,New Brunswick,-6.0,-2.0,70.0,-29.0,-25.0,6.0
2020-09-29,New Brunswick,-8.0,-3.0,54.0,-33.0,-26.0,6.0
2020-09-30,New Brunswick,-9.0,-2.0,28.0,-29.0,-26.0,6.0
2020-10-01,New Brunswick,0.0,2.0,95.0,-22.0,-25.0,4.0
2020-10-02,New Brunswick,-10.0,-4.0,57.0,-32.0,-24.0,5.0
2020-10-03,New Brunswick,-10.0,-6.0,92.0,-21.0,-8.0,0.0
2020-10-04,New Brunswick,14.0,21.0,261.0,-7.0,-3.0,-4.0
2020-10-05,New Brunswick,-2.0,1.0,76.0,-32.0,-25.0,4.0
2020-10-06,New Brunswick,-6.0,-1.0,77.0,-29.0,-25.0,4.0
2020-10-07,New Brunswick,-9.0,0.0,42.0,-33.0,-24.0,6.0
2020-10-08,New Brunswick,-5.0,1.0,37.0,-27.0,-26.0,7.0
2020-10-09,New Brunswick,-12.0,2.0,38.0,-23.0,-28.0,7.0
2020-10-10,New Brunswick,-24.0,-5.0,51.0,-21.0,-12.0,3.0
2020-10-11,New Brunswick,-12.0,12.0,175.0,-22.0,-8.0,-2.0
2020-10-12,New Brunswick,-57.0,-50.0,128.0,-61.0,-73.0,15.0
2020-10-13,New Brunswick,-14.0,-3.0,59.0,-33.0,-27.0,7.0
2020-10-14,New Brunswick,-17.0,-5.0,19.0,-37.0,-26.0,9.0
2020-10-15,New Brunswick,-8.0,-2.0,78.0,-30.0,-26.0,7.0
2020-10-16,New Brunswick,-15.0,-6.0,44.0,-30.0,-24.0,8.0
2020-10-17,New Brunswick,-23.0,-12.0,-11.0,-28.0,-12.0,7.0
2020-10-18,New Brunswick,1.0,10.0,234.0,-13.0,-5.0,0.0
2020-10-19,New Brunswick,-12.0,-9.0,54.0,-35.0,-25.0,7.0
2020-10-20,New Brunswick,-10.0,-3.0,43.0,-30.0,-24.0,7.0
2020-10-21,New Brunswick,-12.0,-4.0,19.0,-31.0,-24.0,8.0
2020-10-22,New Brunswick,-8.0,-3.0,59.0,-26.0,-24.0,7.0
2020-10-23,New Brunswick,-12.0,-6.0,20.0,-28.0,-23.0,8.0
2020-10-24,New Brunswick,-15.0,-9.0,39.0,-20.0,-8.0,3.0
2020-10-25,New Brunswick,6.0,11.0,152.0,-17.0,-6.0,-1.0
2020-10-26,New Brunswick,-9.0,-9.0,19.0,-32.0,-25.0,7.0
2020-10-27,New Brunswick,-12.0,-7.0,19.0,-29.0,-24.0,7.0
2020-10-28,New Brunswick,-8.0,0.0,23.0,-23.0,-23.0,7.0
2020-10-29,New Brunswick,-2.0,0.0,26.0,-23.0,-23.0,6.0
2020-10-30,New Brunswick,-8.0,-3.0,-5.0,-21.0,-26.0,8.0
2020-10-31,New Brunswick,-16.0,-7.0,16.0,-2.0,-9.0,3.0
2020-11-01,New Brunswick,1.0,9.0,74.0,-18.0,-7.0,0.0
2020-11-02,New Brunswick,-13.0,-13.0,-14.0,-35.0,-24.0,8.0
2020-11-03,New Brunswick,-12.0,-9.0,8.0,-30.0,-24.0,7.0
2020-11-04,New Brunswick,-14.0,-8.0,11.0,-31.0,-22.0,8.0
2020-11-05,New Brunswick,-9.0,-7.0,13.0,-31.0,-23.0,8.0
2020-11-06,New Brunswick,-13.0,-10.0,8.0,-28.0,-22.0,8.0
2020-11-07,New Brunswick,-14.0,-14.0,28.0,-18.0,-9.0,3.0
2020-11-08,New Brunswick,4.0,9.0,90.0,-17.0,-6.0,0.0
2020-11-09,New Brunswick,-7.0,-7.0,40.0,-33.0,-23.0,6.0
2020-11-10,New Brunswick,1.0,3.0,72.0,-29.0,-23.0,5.0
2020-11-11,New Brunswick,-47.0,-43.0,117.0,-59.0,-71.0,18.0
2020-11-12,New Brunswick,1.0,5.0,20.0,-27.0,-25.0,7.0
2020-11-13,New Brunswick,-8.0,-5.0,-3.0,-29.0,-25.0,8.0
2020-11-14,New Brunswick,-12.0,-9.0,-14.0,-19.0,-11.0,4.0
2020-11-15,New Brunswick,7.0,8.0,108.0,-20.0,-6.0,0.0
2020-11-16,New Brunswick,-9.0,-10.0,1.0,-36.0,-23.0,8.0
2020-11-17,New Brunswick,-11.0,-8.0,12.0,-33.0,-22.0,7.0
2020-11-18,New Brunswick,-11.0,-9.0,-1.0,-34.0,-22.0,8.0
2020-11-19,New Brunswick,-6.0,-7.0,1.0,-32.0,-23.0,8.0
2020-11-20,New Brunswick,-11.0,-5.0,-16.0,-32.0,-26.0,10.0
2020-11-21,New Brunswick,-18.0,-10.0,-5.0,-25.0,-11.0,6.0
2020-11-22,New Brunswick,-4.0,8.0,78.0,-29.0,-10.0,2.0
2020-11-23,New Brunswick,-20.0,-18.0,-28.0,-44.0,-27.0,11.0
2020-11-24,New Brunswick,-19.0,-12.0,-14.0,-40.0,-26.0,10.0
2020-11-25,New Brunswick,-19.0,-11.0,-13.0,-40.0,-26.0,11.0
2020-11-26,New Brunswick,-10.0,-1.0,-13.0,-36.0,-26.0,10.0
2020-11-27,New Brunswick,-16.0,-5.0,-14.0,-27.0,-26.0,12.0
2020-11-28,New Brunswick,-23.0,-10.0,-17.0,-34.0,-12.0,9.0
2020-11-29,New Brunswick,-6.0,7.0,86.0,-30.0,-11.0,4.0
2020-02-15,Newfoundland and Labrador,-1.0,-2.0,-16.0,-1.0,-1.0,1.0
2020-02-16,Newfoundland and Labrador,15.0,0.0,26.0,13.0,14.0,-3.0
2020-02-17,Newfoundland and Labrador,5.0,3.0,35.0,6.0,-10.0,0.0
2020-02-18,Newfoundland and Labrador,-2.0,-3.0,-1.0,-3.0,-3.0,1.0
2020-02-19,Newfoundland and Labrador,-22.0,-21.0,-29.0,-19.0,-10.0,5.0
2020-02-20,Newfoundland and Labrador,2.0,-2.0,-16.0,3.0,-4.0,1.0
2020-02-21,Newfoundland and Labrador,0.0,-2.0,-2.0,4.0,31.0,2.0
2020-02-22,Newfoundland and Labrador,2.0,2.0,9.0,2.0,5.0,0.0
2020-02-23,Newfoundland and Labrador,24.0,4.0,55.0,18.0,20.0,-4.0
2020-02-24,Newfoundland and Labrador,4.0,5.0,77.0,13.0,4.0,-2.0
2020-02-25,Newfoundland and Labrador,0.0,4.0,23.0,9.0,2.0,0.0
2020-02-26,Newfoundland and Labrador,4.0,0.0,17.0,8.0,1.0,0.0
2020-02-27,Newfoundland and Labrador,6.0,6.0,0.0,0.0,2.0,-1.0
2020-02-28,Newfoundland and Labrador,-16.0,-13.0,-18.0,-12.0,19.0,8.0
2020-02-29,Newfoundland and Labrador,7.0,10.0,18.0,16.0,7.0,0.0
2020-03-01,Newfoundland and Labrador,16.0,9.0,27.0,18.0,17.0,-2.0
2020-03-02,Newfoundland and Labrador,-17.0,-12.0,0.0,-10.0,-25.0,7.0
2020-03-03,Newfoundland and Labrador,-1.0,1.0,-11.0,5.0,1.0,1.0
2020-03-04,Newfoundland and Labrador,-1.0,-6.0,-4.0,-3.0,0.0,1.0
2020-03-05,Newfoundland and Labrador,2.0,1.0,-18.0,0.0,-1.0,1.0
2020-03-06,Newfoundland and Labrador,8.0,7.0,8.0,8.0,36.0,0.0
2020-03-07,Newfoundland and Labrador,-4.0,10.0,-20.0,-12.0,2.0,4.0
2020-03-08,Newfoundland and Labrador,-16.0,-25.0,-16.0,15.0,6.0,2.0
2020-03-09,Newfoundland and Labrador,8.0,7.0,35.0,21.0,4.0,-1.0
2020-03-10,Newfoundland and Labrador,2.0,0.0,0.0,7.0,2.0,0.0
2020-03-11,Newfoundland and Labrador,-1.0,-5.0,-5.0,1.0,0.0,2.0
2020-03-12,Newfoundland and Labrador,8.0,14.0,-2.0,4.0,0.0,0.0
2020-03-13,Newfoundland and Labrador,8.0,29.0,23.0,4.0,29.0,1.0
2020-03-14,Newfoundland and Labrador,-8.0,15.0,-26.0,-11.0,-2.0,4.0
2020-03-15,Newfoundland and Labrador,13.0,25.0,18.0,11.0,11.0,-1.0
2020-03-16,Newfoundland and Labrador,8.0,46.0,62.0,-9.0,-20.0,3.0
