date,region,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,Canada,4.0,2.0,10.0,3.0,1.0,0.0
2020-02-16,Canada,13.0,8.0,41.0,4.0,0.0,-2.0
2020-02-17,Canada,-12.0,-15.0,63.0,-28.0,-52.0,11.0
2020-02-18,Canada,-1.0,4.0,6.0,-1.0,-1.0,1.0
2020-02-19,Canada,1.0,1.0,9.0,0.0,0.0,0.0
2020-02-20,Canada,6.0,4.0,14.0,-1.0,1.0,0.0
2020-02-21,Canada,2.0,-1.0,10.0,-1.0,-3.0,1.0
2020-02-22,Canada,8.0,5.0,28.0,6.0,6.0,-1.0
2020-02-23,Canada,10.0,6.0,36.0,5.0,5.0,-1.0
2020-02-24,Canada,3.0,2.0,19.0,-1.0,3.0,0.0
2020-02-25,Canada,2.0,5.0,9.0,0.0,3.0,0.0
2020-02-26,Canada,-2.0,2.0,1.0,-2.0,1.0,1.0
2020-02-27,Canada,-8.0,-9.0,-6.0,-5.0,-5.0,4.0
2020-02-28,Canada,-1.0,1.0,-5.0,1.0,0.0,1.0
2020-02-29,Canada,7.0,7.0,11.0,6.0,7.0,0.0
2020-03-01,Canada,10.0,9.0,23.0,6.0,5.0,-1.0
2020-03-02,Canada,3.0,3.0,1.0,-2.0,-1.0,1.0
2020-03-03,Canada,4.0,6.0,8.0,-2.0,0.0,0.0
2020-03-04,Canada,5.0,4.0,11.0,0.0,-1.0,1.0
2020-03-05,Canada,7.0,5.0,18.0,-1.0,-2.0,1.0
2020-03-06,Canada,1.0,-1.0,6.0,-3.0,-1.0,1.0
2020-03-07,Canada,6.0,5.0,17.0,3.0,6.0,0.0
2020-03-08,Canada,9.0,7.0,50.0,3.0,4.0,0.0
2020-03-09,Canada,4.0,4.0,31.0,-3.0,2.0,1.0
2020-03-10,Canada,-1.0,1.0,-2.0,-6.0,1.0,1.0
2020-03-11,Canada,3.0,7.0,12.0,-3.0,2.0,1.0
2020-03-12,Canada,7.0,27.0,11.0,-6.0,2.0,1.0
2020-03-13,Canada,-5.0,35.0,-16.0,-17.0,-6.0,5.0
2020-03-14,Canada,-11.0,19.0,-8.0,-19.0,-1.0,5.0
2020-03-15,Canada,-12.0,11.0,28.0,-22.0,-5.0,4.0
2020-03-16,Canada,-12.0,23.0,15.0,-37.0,-27.0,10.0
2020-03-17,Canada,-27.0,13.0,7.0,-45.0,-35.0,14.0
2020-03-18,Canada,-33.0,7.0,14.0,-48.0,-40.0,16.0
2020-03-19,Canada,-36.0,4.0,18.0,-52.0,-43.0,17.0
2020-03-20,Canada,-44.0,-5.0,-8.0,-54.0,-45.0,20.0
2020-03-21,Canada,-49.0,-12.0,11.0,-49.0,-32.0,13.0
2020-03-22,Canada,-51.0,-21.0,4.0,-54.0,-35.0,11.0
2020-03-23,Canada,-45.0,-13.0,-27.0,-63.0,-51.0,20.0
2020-03-24,Canada,-49.0,-15.0,-10.0,-64.0,-55.0,22.0
2020-03-25,Canada,-53.0,-21.0,1.0,-65.0,-59.0,23.0
2020-03-26,Canada,-54.0,-21.0,-18.0,-68.0,-59.0,25.0
2020-03-27,Canada,-55.0,-21.0,-10.0,-66.0,-59.0,26.0
2020-03-28,Canada,-59.0,-27.0,-30.0,-64.0,-44.0,17.0
2020-03-29,Canada,-59.0,-35.0,-16.0,-66.0,-44.0,14.0
2020-03-30,Canada,-54.0,-27.0,-32.0,-70.0,-60.0,23.0
2020-03-31,Canada,-51.0,-19.0,-13.0,-68.0,-60.0,23.0
2020-04-01,Canada,-52.0,-21.0,-10.0,-68.0,-61.0,24.0
2020-04-02,Canada,-53.0,-23.0,-16.0,-70.0,-61.0,25.0
2020-04-03,Canada,-55.0,-23.0,-33.0,-69.0,-60.0,27.0
2020-04-04,Canada,-57.0,-25.0,-17.0,-63.0,-45.0,17.0
2020-04-05,Canada,-63.0,-45.0,-13.0,-67.0,-46.0,14.0
2020-04-06,Canada,-51.0,-21.0,2.0,-68.0,-60.0,23.0
2020-04-07,Canada,-52.0,-18.0,-1.0,-68.0,-61.0,24.0
2020-04-08,Canada,-51.0,-17.0,-3.0,-67.0,-61.0,24.0
2020-04-09,Canada,-44.0,-3.0,-15.0,-68.0,-62.0,24.0
2020-04-10,Canada,-70.0,-43.0,-24.0,-77.0,-81.0,33.0
2020-04-11,Canada,-54.0,-15.0,-22.0,-63.0,-47.0,17.0
2020-04-12,Canada,-74.0,-62.0,-4.0,-67.0,-51.0,14.0
2020-04-13,Canada,-55.0,-29.0,-25.0,-74.0,-69.0,26.0
2020-04-14,Canada,-50.0,-16.0,-11.0,-68.0,-60.0,24.0
2020-04-15,Canada,-50.0,-19.0,-14.0,-68.0,-60.0,24.0
2020-04-16,Canada,-49.0,-18.0,-6.0,-68.0,-60.0,25.0
2020-04-17,Canada,-53.0,-22.0,-22.0,-67.0,-59.0,27.0
2020-04-18,Canada,-54.0,-24.0,-3.0,-57.0,-40.0,16.0
2020-04-19,Canada,-60.0,-43.0,-13.0,-64.0,-42.0,14.0
2020-04-20,Canada,-46.0,-19.0,15.0,-65.0,-58.0,22.0
2020-04-21,Canada,-50.0,-22.0,-17.0,-68.0,-58.0,23.0
2020-04-22,Canada,-50.0,-22.0,-22.0,-67.0,-58.0,24.0
2020-04-23,Canada,-49.0,-19.0,-1.0,-66.0,-58.0,24.0
2020-04-24,Canada,-52.0,-22.0,-3.0,-65.0,-57.0,25.0
2020-04-25,Canada,-51.0,-21.0,16.0,-54.0,-39.0,14.0
2020-04-26,Canada,-57.0,-39.0,-6.0,-62.0,-41.0,13.0
2020-04-27,Canada,-45.0,-17.0,14.0,-64.0,-56.0,21.0
2020-04-28,Canada,-46.0,-16.0,14.0,-64.0,-57.0,16.0
2020-04-29,Canada,-46.0,-17.0,6.0,-64.0,-57.0,22.0
2020-04-30,Canada,-47.0,-17.0,-4.0,-65.0,-57.0,23.0
2020-05-01,Canada,-47.0,-16.0,10.0,-61.0,-55.0,23.0
2020-05-02,Canada,-49.0,-18.0,15.0,-52.0,-36.0,14.0
2020-05-03,Canada,-51.0,-32.0,47.0,-54.0,-35.0,11.0
2020-05-04,Canada,-42.0,-14.0,5.0,-64.0,-54.0,20.0
2020-05-05,Canada,-42.0,-10.0,32.0,-62.0,-54.0,20.0
2020-05-06,Canada,-41.0,-11.0,36.0,-60.0,-54.0,20.0
2020-05-07,Canada,-42.0,-11.0,32.0,-62.0,-54.0,21.0
2020-05-08,Canada,-45.0,-11.0,9.0,-62.0,-53.0,22.0
2020-05-09,Canada,-44.0,-6.0,0.0,-55.0,-32.0,13.0
2020-05-10,Canada,-44.0,-24.0,20.0,-55.0,-30.0,10.0
2020-05-11,Canada,-41.0,-14.0,19.0,-62.0,-52.0,19.0
2020-05-12,Canada,-41.0,-11.0,20.0,-61.0,-51.0,20.0
2020-05-13,Canada,-38.0,-9.0,46.0,-58.0,-51.0,19.0
2020-05-14,Canada,-38.0,-10.0,37.0,-60.0,-51.0,20.0
2020-05-15,Canada,-41.0,-10.0,24.0,-59.0,-52.0,21.0
2020-05-16,Canada,-40.0,-9.0,62.0,-47.0,-30.0,10.0
2020-05-17,Canada,-41.0,-23.0,86.0,-51.0,-29.0,8.0
2020-05-18,Canada,-48.0,-27.0,94.0,-69.0,-79.0,24.0
2020-05-19,Canada,-31.0,0.0,57.0,-57.0,-49.0,18.0
2020-05-20,Canada,-28.0,1.0,70.0,-54.0,-49.0,17.0
2020-05-21,Canada,-30.0,-2.0,73.0,-55.0,-49.0,18.0
2020-05-22,Canada,-34.0,-5.0,63.0,-54.0,-46.0,18.0
2020-05-23,Canada,-33.0,-4.0,85.0,-42.0,-21.0,9.0
2020-05-24,Canada,-32.0,-14.0,115.0,-43.0,-21.0,6.0
2020-05-25,Canada,-26.0,-4.0,64.0,-55.0,-48.0,16.0
2020-05-26,Canada,-28.0,-3.0,80.0,-54.0,-46.0,16.0
2020-05-27,Canada,-26.0,0.0,82.0,-52.0,-46.0,16.0
2020-05-28,Canada,-28.0,-3.0,64.0,-54.0,-45.0,17.0
2020-05-29,Canada,-32.0,-5.0,51.0,-53.0,-44.0,18.0
2020-05-30,Canada,-32.0,-5.0,58.0,-41.0,-14.0,9.0
2020-05-31,Canada,-30.0,-12.0,69.0,-43.0,-13.0,7.0
2020-06-01,Canada,-23.0,-2.0,81.0,-51.0,-43.0,14.0
2020-06-02,Canada,-27.0,-3.0,64.0,-53.0,-43.0,16.0
2020-06-03,Canada,-27.0,-3.0,68.0,-52.0,-43.0,16.0
2020-06-04,Canada,-25.0,0.0,108.0,-50.0,-43.0,15.0
2020-06-05,Canada,-29.0,-3.0,101.0,-50.0,-42.0,15.0
2020-06-06,Canada,-29.0,-5.0,88.0,-40.0,-13.0,8.0
2020-06-07,Canada,-26.0,-9.0,130.0,-39.0,-12.0,5.0
2020-06-08,Canada,-21.0,-2.0,100.0,-51.0,-42.0,14.0
2020-06-09,Canada,-24.0,-2.0,90.0,-52.0,-41.0,14.0
2020-06-10,Canada,-22.0,-1.0,78.0,-51.0,-42.0,15.0
2020-06-11,Canada,-21.0,0.0,100.0,-50.0,-41.0,15.0
2020-06-12,Canada,-25.0,-2.0,89.0,-49.0,-40.0,14.0
2020-06-13,Canada,-25.0,-3.0,111.0,-36.0,-8.0,6.0
2020-06-14,Canada,-22.0,-7.0,142.0,-37.0,-7.0,4.0
2020-06-15,Canada,-18.0,0.0,104.0,-49.0,-41.0,13.0
2020-06-16,Canada,-18.0,3.0,136.0,-47.0,-40.0,13.0
2020-06-17,Canada,-19.0,2.0,123.0,-47.0,-41.0,13.0
2020-06-18,Canada,-17.0,5.0,139.0,-47.0,-40.0,13.0
2020-06-19,Canada,-21.0,4.0,128.0,-45.0,-40.0,11.0
2020-06-20,Canada,-22.0,3.0,135.0,-34.0,-6.0,4.0
2020-06-21,Canada,-17.0,-2.0,149.0,-35.0,-2.0,1.0
2020-06-22,Canada,-16.0,0.0,119.0,-47.0,-42.0,12.0
2020-06-23,Canada,-17.0,6.0,95.0,-48.0,-42.0,12.0
2020-06-24,Canada,-23.0,-8.0,122.0,-49.0,-49.0,15.0
2020-06-25,Canada,-13.0,7.0,142.0,-44.0,-40.0,12.0
2020-06-26,Canada,-20.0,1.0,129.0,-42.0,-39.0,11.0
2020-06-27,Canada,-21.0,-1.0,117.0,-31.0,-8.0,5.0
2020-06-28,Canada,-17.0,-5.0,153.0,-32.0,-4.0,2.0
2020-06-29,Canada,-9.0,5.0,137.0,-46.0,-42.0,11.0
2020-06-30,Canada,-2.0,21.0,133.0,-44.0,-41.0,10.0
2020-07-01,Canada,-34.0,-16.0,234.0,-55.0,-67.0,16.0
2020-07-02,Canada,-9.0,11.0,134.0,-46.0,-44.0,11.0
2020-07-03,Canada,-15.0,6.0,151.0,-45.0,-47.0,12.0
2020-07-04,Canada,-19.0,-1.0,183.0,-31.0,-8.0,3.0
2020-07-05,Canada,-13.0,-3.0,190.0,-30.0,-6.0,0.0
2020-07-06,Canada,-9.0,5.0,156.0,-45.0,-42.0,10.0
2020-07-07,Canada,-12.0,6.0,136.0,-46.0,-42.0,11.0
2020-07-08,Canada,-12.0,5.0,116.0,-46.0,-41.0,12.0
2020-07-09,Canada,-11.0,6.0,136.0,-45.0,-40.0,11.0
2020-07-10,Canada,-18.0,1.0,136.0,-44.0,-40.0,11.0
2020-07-11,Canada,-20.0,-2.0,97.0,-37.0,-7.0,5.0
2020-07-12,Canada,-12.0,-2.0,169.0,-31.0,-5.0,1.0
2020-07-13,Canada,-10.0,3.0,150.0,-46.0,-42.0,10.0
2020-07-14,Canada,-11.0,5.0,165.0,-46.0,-41.0,11.0
2020-07-15,Canada,-10.0,5.0,159.0,-45.0,-40.0,10.0
2020-07-16,Canada,-11.0,5.0,114.0,-47.0,-40.0,11.0
2020-07-17,Canada,-15.0,4.0,141.0,-44.0,-40.0,10.0
2020-07-18,Canada,-18.0,1.0,193.0,-29.0,-6.0,2.0
2020-07-19,Canada,-15.0,-4.0,154.0,-34.0,-7.0,1.0
2020-07-20,Canada,-7.0,7.0,183.0,-45.0,-43.0,10.0
2020-07-21,Canada,-10.0,7.0,189.0,-46.0,-43.0,10.0
2020-07-22,Canada,-12.0,4.0,134.0,-47.0,-42.0,11.0
2020-07-23,Canada,-10.0,6.0,157.0,-46.0,-41.0,11.0
2020-07-24,Canada,-17.0,2.0,162.0,-44.0,-41.0,10.0
2020-07-25,Canada,-18.0,-1.0,201.0,-29.0,-6.0,2.0
2020-07-26,Canada,-12.0,-3.0,191.0,-31.0,-6.0,0.0
2020-07-27,Canada,-10.0,4.0,145.0,-47.0,-45.0,11.0
2020-07-28,Canada,-10.0,7.0,182.0,-47.0,-43.0,10.0
2020-07-29,Canada,-9.0,7.0,157.0,-45.0,-43.0,11.0
2020-07-30,Canada,-7.0,9.0,171.0,-45.0,-43.0,10.0
2020-07-31,Canada,-13.0,7.0,174.0,-41.0,-43.0,9.0
2020-08-01,Canada,-17.0,0.0,211.0,-28.0,-9.0,1.0
2020-08-02,Canada,-13.0,-4.0,151.0,-36.0,-11.0,1.0
2020-08-03,Canada,-17.0,-8.0,209.0,-54.0,-66.0,14.0
2020-08-04,Canada,-12.0,5.0,107.0,-48.0,-44.0,11.0
2020-08-05,Canada,-7.0,8.0,164.0,-43.0,-42.0,10.0
2020-08-06,Canada,-8.0,6.0,176.0,-44.0,-42.0,10.0
2020-08-07,Canada,-16.0,0.0,155.0,-43.0,-41.0,9.0
2020-08-08,Canada,-16.0,-2.0,197.0,-29.0,-6.0,1.0
2020-08-09,Canada,-11.0,-4.0,187.0,-30.0,-6.0,0.0
2020-08-10,Canada,-8.0,2.0,169.0,-46.0,-42.0,9.0
2020-08-11,Canada,-11.0,3.0,147.0,-47.0,-41.0,10.0
2020-08-12,Canada,-9.0,4.0,170.0,-44.0,-41.0,9.0
2020-08-13,Canada,-8.0,4.0,178.0,-44.0,-41.0,9.0
2020-08-14,Canada,-14.0,1.0,164.0,-42.0,-40.0,9.0
2020-08-15,Canada,-15.0,-1.0,202.0,-28.0,-6.0,1.0
2020-08-16,Canada,-10.0,-3.0,188.0,-30.0,-7.0,-1.0
2020-08-17,Canada,-10.0,1.0,139.0,-47.0,-42.0,9.0
2020-08-18,Canada,-10.0,3.0,153.0,-46.0,-40.0,10.0
2020-08-19,Canada,-10.0,2.0,155.0,-44.0,-40.0,9.0
2020-08-20,Canada,-7.0,4.0,143.0,-44.0,-40.0,9.0
2020-08-21,Canada,-15.0,0.0,125.0,-43.0,-39.0,9.0
2020-08-22,Canada,-15.0,-2.0,184.0,-28.0,-6.0,1.0
2020-08-23,Canada,-10.0,-3.0,169.0,-30.0,-5.0,0.0
2020-08-24,Canada,-9.0,0.0,134.0,-46.0,-41.0,9.0
2020-08-25,Canada,-10.0,4.0,145.0,-45.0,-39.0,9.0
2020-08-26,Canada,-9.0,2.0,126.0,-44.0,-39.0,9.0
2020-08-27,Canada,-7.0,4.0,134.0,-43.0,-38.0,9.0
2020-08-28,Canada,-14.0,0.0,134.0,-41.0,-38.0,8.0
2020-08-29,Canada,-16.0,-2.0,97.0,-33.0,-7.0,3.0
2020-08-30,Canada,-7.0,0.0,152.0,-28.0,-5.0,0.0
2020-08-31,Canada,-7.0,3.0,131.0,-42.0,-39.0,8.0
2020-09-01,Canada,-8.0,5.0,122.0,-42.0,-39.0,9.0
2020-09-02,Canada,-10.0,1.0,88.0,-44.0,-39.0,10.0
2020-09-03,Canada,-8.0,3.0,138.0,-41.0,-38.0,8.0
2020-09-04,Canada,-11.0,4.0,134.0,-39.0,-38.0,7.0
2020-09-05,Canada,-13.0,1.0,163.0,-28.0,-9.0,1.0
2020-09-06,Canada,-2.0,2.0,212.0,-28.0,-8.0,-1.0
2020-09-07,Canada,-33.0,-29.0,146.0,-60.0,-77.0,17.0
2020-09-08,Canada,-9.0,11.0,81.0,-44.0,-39.0,9.0
2020-09-09,Canada,-12.0,2.0,84.0,-44.0,-37.0,9.0
2020-09-10,Canada,-10.0,2.0,96.0,-43.0,-37.0,9.0
2020-09-11,Canada,-14.0,-1.0,107.0,-41.0,-35.0,8.0
2020-09-12,Canada,-12.0,0.0,133.0,-29.0,-4.0,2.0
2020-09-13,Canada,-12.0,-3.0,77.0,-36.0,-6.0,2.0
2020-09-14,Canada,-11.0,-2.0,78.0,-45.0,-34.0,9.0
2020-09-15,Canada,-11.0,1.0,80.0,-45.0,-33.0,9.0
2020-09-16,Canada,-13.0,-3.0,90.0,-43.0,-34.0,9.0
2020-09-17,Canada,-12.0,-2.0,89.0,-44.0,-34.0,9.0
2020-09-18,Canada,-14.0,-3.0,74.0,-43.0,-32.0,9.0
2020-09-19,Canada,-13.0,-1.0,102.0,-33.0,-4.0,3.0
2020-09-20,Canada,-8.0,-1.0,133.0,-33.0,-4.0,1.0
2020-09-21,Canada,-13.0,-2.0,85.0,-46.0,-35.0,9.0
2020-09-22,Canada,-15.0,-1.0,83.0,-46.0,-34.0,9.0
2020-09-23,Canada,-17.0,-3.0,65.0,-47.0,-33.0,10.0
2020-09-24,Canada,-15.0,-1.0,65.0,-46.0,-32.0,10.0
2020-09-25,Canada,-17.0,-3.0,73.0,-45.0,-32.0,9.0
2020-09-26,Canada,-14.0,0.0,113.0,-35.0,-2.0,3.0
2020-09-27,Canada,-11.0,-1.0,123.0,-36.0,-3.0,2.0
2020-09-28,Canada,-16.0,-2.0,67.0,-47.0,-33.0,9.0
2020-09-29,Canada,-16.0,0.0,52.0,-48.0,-32.0,10.0
2020-09-30,Canada,-15.0,0.0,32.0,-47.0,-33.0,10.0
2020-10-01,Canada,-15.0,2.0,52.0,-47.0,-31.0,10.0
2020-10-02,Canada,-20.0,-3.0,36.0,-46.0,-30.0,11.0
2020-10-03,Canada,-16.0,0.0,83.0,-36.0,-6.0,5.0
2020-10-04,Canada,-16.0,-2.0,59.0,-41.0,-9.0,4.0
2020-10-05,Canada,-17.0,-1.0,53.0,-47.0,-33.0,10.0
2020-10-06,Canada,-18.0,1.0,57.0,-47.0,-32.0,10.0
2020-10-07,Canada,-20.0,-2.0,29.0,-49.0,-32.0,11.0
2020-10-08,Canada,-16.0,2.0,43.0,-47.0,-31.0,10.0
2020-10-09,Canada,-19.0,3.0,43.0,-46.0,-32.0,11.0
2020-10-10,Canada,-21.0,3.0,71.0,-39.0,-8.0,6.0
2020-10-11,Canada,-21.0,-2.0,81.0,-43.0,-10.0,3.0
2020-10-12,Canada,-43.0,-29.0,107.0,-66.0,-77.0,20.0
2020-10-13,Canada,-22.0,-2.0,29.0,-49.0,-33.0,11.0
2020-10-14,Canada,-20.0,-2.0,45.0,-47.0,-32.0,11.0
2020-10-15,Canada,-20.0,-3.0,22.0,-49.0,-31.0,12.0
2020-10-16,Canada,-22.0,-4.0,14.0,-48.0,-30.0,12.0
2020-10-17,Canada,-18.0,-1.0,59.0,-38.0,-6.0,7.0
2020-10-18,Canada,-19.0,-5.0,45.0,-43.0,-9.0,6.0
2020-10-19,Canada,-22.0,-7.0,6.0,-51.0,-33.0,12.0
2020-10-20,Canada,-19.0,0.0,29.0,-49.0,-31.0,11.0
2020-10-21,Canada,-22.0,-4.0,12.0,-49.0,-31.0,12.0
2020-10-22,Canada,-19.0,-2.0,28.0,-47.0,-31.0,12.0
2020-10-23,Canada,-22.0,-5.0,41.0,-46.0,-31.0,12.0
2020-10-24,Canada,-19.0,0.0,36.0,-39.0,-6.0,7.0
2020-10-25,Canada,-18.0,-4.0,42.0,-42.0,-9.0,5.0
2020-10-26,Canada,-21.0,-7.0,5.0,-50.0,-32.0,12.0
2020-10-27,Canada,-22.0,-3.0,6.0,-49.0,-31.0,12.0
2020-10-28,Canada,-19.0,-1.0,17.0,-47.0,-30.0,11.0
2020-10-29,Canada,-17.0,0.0,8.0,-49.0,-30.0,11.0
2020-10-30,Canada,-20.0,1.0,2.0,-47.0,-29.0,11.0
2020-10-31,Canada,-19.0,4.0,36.0,-35.0,-5.0,6.0
2020-11-01,Canada,-21.0,-5.0,8.0,-44.0,-11.0,6.0
2020-11-02,Canada,-22.0,-7.0,1.0,-51.0,-32.0,11.0
2020-11-03,Canada,-23.0,-5.0,-1.0,-51.0,-31.0,12.0
2020-11-04,Canada,-23.0,-6.0,18.0,-49.0,-31.0,12.0
2020-11-05,Canada,-20.0,-4.0,30.0,-49.0,-30.0,12.0
2020-11-06,Canada,-22.0,-4.0,29.0,-47.0,-29.0,12.0
2020-11-07,Canada,-20.0,-4.0,63.0,-39.0,-6.0,7.0
2020-11-08,Canada,-18.0,-6.0,87.0,-41.0,-10.0,5.0
2020-11-09,Canada,-21.0,-6.0,35.0,-51.0,-33.0,12.0
2020-11-10,Canada,-19.0,-1.0,48.0,-49.0,-32.0,11.0
2020-11-11,Canada,-25.0,-7.0,24.0,-55.0,-47.0,16.0
2020-11-12,Canada,-21.0,-3.0,7.0,-51.0,-32.0,13.0
2020-11-13,Canada,-23.0,-4.0,-7.0,-50.0,-32.0,14.0
2020-11-14,Canada,-21.0,-2.0,11.0,-43.0,-8.0,8.0
2020-11-15,Canada,-25.0,-11.0,-13.0,-50.0,-13.0,7.0
2020-11-16,Canada,-24.0,-9.0,-14.0,-54.0,-32.0,13.0
2020-11-17,Canada,-25.0,-7.0,-9.0,-53.0,-32.0,13.0
2020-11-18,Canada,-25.0,-7.0,-14.0,-53.0,-31.0,13.0
2020-11-19,Canada,-22.0,-4.0,-1.0,-52.0,-31.0,13.0
2020-11-20,Canada,-22.0,-3.0,7.0,-50.0,-31.0,13.0
2020-11-21,Canada,-20.0,0.0,9.0,-43.0,-7.0,8.0
2020-11-22,Canada,-26.0,-10.0,-14.0,-50.0,-13.0,8.0
2020-11-23,Canada,-26.0,-10.0,-15.0,-55.0,-33.0,13.0
2020-11-24,Canada,-25.0,-5.0,-14.0,-55.0,-32.0,13.0
2020-11-25,Canada,-28.0,-10.0,-14.0,-54.0,-32.0,14.0
2020-11-26,Canada,-22.0,-3.0,-11.0,-53.0,-32.0,13.0
2020-11-27,Canada,-23.0,-3.0,-11.0,-51.0,-32.0,14.0
2020-11-28,Canada,-23.0,-1.0,10.0,-45.0,-8.0,9.0
2020-11-29,Canada,-22.0,-5.0,25.0,-48.0,-12.0,7.0
2020-02-15,Alberta,7.0,3.0,24.0,7.0,-2.0,-1.0
2020-02-16,Alberta,10.0,-2.0,28.0,3.0,-3.0,-2.0
2020-02-17,Alberta,-7.0,-2.0,10.0,-40.0,-67.0,15.0
2020-02-18,Alberta,-1.0,1.0,-2.0,-9.0,-5.0,2.0
2020-02-19,Alberta,3.0,4.0,21.0,-7.0,-1.0,1.0
2020-02-20,Alberta,7.0,9.0,11.0,-6.0,-1.0,0.0
2020-02-21,Alberta,2.0,3.0,18.0,-1.0,2.0,0.0
2020-02-22,Alberta,8.0,7.0,19.0,4.0,5.0,-1.0
2020-02-23,Alberta,4.0,3.0,8.0,0.0,3.0,0.0
2020-02-24,Alberta,-1.0,1.0,1.0,3.0,4.0,0.0
2020-02-25,Alberta,2.0,3.0,13.0,2.0,5.0,0.0
2020-02-26,Alberta,5.0,7.0,8.0,1.0,5.0,-1.0
2020-02-27,Alberta,7.0,10.0,13.0,1.0,2.0,0.0
2020-02-28,Alberta,8.0,11.0,13.0,6.0,4.0,-1.0
2020-02-29,Alberta,5.0,7.0,8.0,4.0,5.0,0.0
2020-03-01,Alberta,8.0,10.0,13.0,4.0,4.0,-1.0
2020-03-02,Alberta,4.0,7.0,3.0,1.0,5.0,0.0
2020-03-03,Alberta,5.0,9.0,13.0,0.0,5.0,0.0
2020-03-04,Alberta,4.0,7.0,4.0,0.0,5.0,0.0
2020-03-05,Alberta,6.0,9.0,2.0,0.0,4.0,0.0
2020-03-06,Alberta,4.0,9.0,9.0,3.0,6.0,0.0
2020-03-07,Alberta,-2.0,2.0,-11.0,-6.0,3.0,2.0
2020-03-08,Alberta,-1.0,3.0,-10.0,-4.0,2.0,1.0
2020-03-09,Alberta,2.0,7.0,16.0,-1.0,4.0,0.0
2020-03-10,Alberta,2.0,5.0,9.0,-4.0,4.0,1.0
2020-03-11,Alberta,3.0,11.0,16.0,-5.0,4.0,1.0
2020-03-12,Alberta,4.0,29.0,-6.0,-8.0,2.0,1.0
2020-03-13,Alberta,-8.0,30.0,-28.0,-17.0,-3.0,5.0
2020-03-14,Alberta,-19.0,12.0,-45.0,-26.0,-5.0,7.0
2020-03-15,Alberta,-18.0,9.0,-28.0,-25.0,-7.0,5.0
2020-03-16,Alberta,-11.0,31.0,-13.0,-39.0,-22.0,9.0
2020-03-17,Alberta,-21.0,17.0,-12.0,-45.0,-29.0,13.0
2020-03-18,Alberta,-31.0,11.0,-24.0,-52.0,-35.0,16.0
2020-03-19,Alberta,-35.0,3.0,-28.0,-56.0,-39.0,18.0
2020-03-20,Alberta,-38.0,4.0,-9.0,-53.0,-40.0,19.0
2020-03-21,Alberta,-46.0,-9.0,8.0,-47.0,-30.0,13.0
2020-03-22,Alberta,-49.0,-21.0,16.0,-51.0,-34.0,11.0
2020-03-23,Alberta,-43.0,-11.0,-22.0,-63.0,-46.0,19.0
2020-03-24,Alberta,-48.0,-16.0,-31.0,-66.0,-49.0,22.0
2020-03-25,Alberta,-47.0,-11.0,-25.0,-66.0,-50.0,22.0
2020-03-26,Alberta,-47.0,-12.0,-24.0,-68.0,-51.0,22.0
2020-03-27,Alberta,-48.0,-11.0,-16.0,-65.0,-50.0,23.0
2020-03-28,Alberta,-55.0,-21.0,-40.0,-63.0,-40.0,16.0
2020-03-29,Alberta,-55.0,-29.0,-23.0,-63.0,-41.0,13.0
2020-03-30,Alberta,-50.0,-22.0,-49.0,-71.0,-52.0,21.0
2020-03-31,Alberta,-51.0,-21.0,-47.0,-70.0,-53.0,23.0
2020-04-01,Alberta,-47.0,-13.0,-49.0,-71.0,-53.0,23.0
2020-04-02,Alberta,-49.0,-15.0,-48.0,-72.0,-53.0,24.0
2020-04-03,Alberta,-51.0,-16.0,-49.0,-71.0,-52.0,25.0
2020-04-04,Alberta,-53.0,-20.0,-31.0,-63.0,-42.0,16.0
2020-04-05,Alberta,-57.0,-33.0,-51.0,-69.0,-43.0,14.0
2020-04-06,Alberta,-47.0,-17.0,-26.0,-69.0,-52.0,21.0
2020-04-07,Alberta,-48.0,-15.0,-36.0,-70.0,-53.0,23.0
2020-04-08,Alberta,-45.0,-8.0,-23.0,-69.0,-53.0,22.0
2020-04-09,Alberta,-36.0,9.0,-10.0,-67.0,-54.0,21.0
2020-04-10,Alberta,-57.0,-17.0,-37.0,-77.0,-78.0,32.0
2020-04-11,Alberta,-52.0,-13.0,-44.0,-64.0,-45.0,16.0
2020-04-12,Alberta,-63.0,-40.0,-43.0,-67.0,-46.0,14.0
2020-04-13,Alberta,-48.0,-19.0,-19.0,-71.0,-59.0,23.0
2020-04-14,Alberta,-46.0,-15.0,-30.0,-69.0,-53.0,23.0
2020-04-15,Alberta,-45.0,-10.0,-37.0,-70.0,-53.0,23.0
2020-04-16,Alberta,-41.0,-4.0,-5.0,-67.0,-53.0,22.0
2020-04-17,Alberta,-45.0,-11.0,-28.0,-67.0,-52.0,24.0
2020-04-18,Alberta,-49.0,-16.0,-21.0,-56.0,-38.0,15.0
2020-04-19,Alberta,-47.0,-23.0,21.0,-54.0,-37.0,11.0
2020-04-20,Alberta,-40.0,-12.0,17.0,-63.0,-51.0,19.0
2020-04-21,Alberta,-41.0,-11.0,18.0,-64.0,-51.0,20.0
2020-04-22,Alberta,-42.0,-9.0,-10.0,-66.0,-51.0,21.0
2020-04-23,Alberta,-42.0,-8.0,-13.0,-66.0,-51.0,21.0
2020-04-24,Alberta,-44.0,-9.0,4.0,-63.0,-50.0,21.0
2020-04-25,Alberta,-45.0,-14.0,6.0,-52.0,-37.0,13.0
